customer_id,churn_probability,risk_decile,monetary_total,frequency,recency_days,acquisition_channel,loyalty_tier,expected_revenue_at_risk
CUST004625,0.6538,4,2692.51,2.0,101.0,Paid Social,Silver,1760.36
CUST009642,0.4873,5,3612.4,2.0,237.0,,Silver,1760.32
CUST014735,0.3277,8,5371.48,4.0,8.0,Organic Search,Bronze,1760.23
CUST006686,0.0902,10,19496.84,13.0,53.0,Referral,Bronze,1758.61
CUST013935,0.3755,7,4683.08,1.0,17.0,Email Campaign,Bronze,1758.5
CUST006699,0.0558,10,31507.66,14.0,10.0,Email Campaign,Platinum,1758.13
CUST007343,0.3283,8,5353.67,3.0,1.0,Organic Search,Bronze,1757.61
CUST017715,0.7552,3,2326.77,1.0,32.0,Paid Social,,1757.18
CUST011990,0.3282,8,5351.26,2.0,25.0,Organic Search,Bronze,1756.28
CUST008588,0.0789,10,22252.03,11.0,80.0,Referral,Bronze,1755.69
CUST002718,0.974,1,1802.26,1.0,222.0,Paid Social,Silver,1755.4
CUST016523,0.7378,3,2378.85,1.0,188.0,Paid Social,,1755.12
CUST006868,0.5448,5,3218.25,1.0,55.0,Marketplace,Gold,1753.3
CUST015784,0.2596,8,6750.32,5.0,39.0,,Silver,1752.38
CUST001794,0.1581,10,11083.439999999999,5.0,59.0,Referral,Gold,1752.29
CUST004077,0.2123,9,8251.67,6.0,86.0,Direct,Bronze,1751.83
CUST004724,0.4326,6,4048.9300000000003,4.0,20.0,Email Campaign,Bronze,1751.57
CUST010299,0.6905,4,2534.99,3.0,127.0,Paid Social,Silver,1750.41
CUST019861,0.856,3,2044.44,6.0,96.0,Referral,Silver,1750.04
CUST013045,0.931,2,1879.47,1.0,178.0,Influencer,Bronze,1749.79
CUST014595,0.4616,6,3790.46,4.0,7.0,Paid Social,Bronze,1749.68
CUST003598,0.8817,3,1984.2999999999997,2.0,117.0,Influencer,Bronze,1749.56
CUST001229,0.5416,5,3230.26,1.0,112.0,Email Campaign,,1749.51
CUST008790,0.1437,10,12173.14,7.0,116.0,Direct,Bronze,1749.28
CUST010477,0.3129,8,5588.790000000001,5.0,32.0,Email Campaign,Bronze,1748.73
CUST017865,0.8358,3,2092.24,8.0,92.0,Paid Social,Platinum,1748.69
CUST006328,0.1176,10,14864.4,13.0,33.0,Referral,Bronze,1748.05
CUST008659,0.2885,8,6058.76,4.0,40.0,Direct,Bronze,1747.95
CUST017690,0.956,2,1828.3400000000001,2.0,201.0,Direct,Bronze,1747.89
CUST015580,0.6205,4,2816.71,2.0,58.0,Paid Social,Bronze,1747.77
CUST010995,0.5029,5,3473.21,2.0,32.0,Paid Social,Bronze,1746.68
CUST008156,0.5325,5,3280.14,1.0,14.0,Marketplace,Bronze,1746.67
CUST019061,0.2657,8,6570.6900000000005,3.0,17.0,Paid Social,Bronze,1745.83
CUST013234,0.2527,9,6908.11,6.0,97.0,Email Campaign,Bronze,1745.68
CUST009946,0.387,7,4510.54,4.0,187.0,Paid Social,Gold,1745.58
CUST017852,0.175,9,9971.130000000001,8.0,10.0,Direct,Bronze,1744.95
CUST000131,0.1416,10,12322.67,11.0,69.0,Organic Search,Bronze,1744.89
CUST016834,0.6139,4,2841.35,2.0,85.0,Marketplace,,1744.3
CUST004297,0.1064,10,16391.420000000002,8.0,17.0,Referral,Bronze,1744.05
CUST008965,0.9798,1,1779.73,1.0,230.0,Organic Search,Bronze,1743.78
CUST002443,0.1249,10,13960.6,7.0,11.0,Email Campaign,Bronze,1743.68
CUST011753,0.9174,2,1899.7,2.0,121.0,Organic Search,Bronze,1742.78
CUST019361,0.3805,7,4577.53,1.0,20.0,Email Campaign,Platinum,1741.75
CUST015881,0.1892,9,9199.77,7.0,24.0,,Silver,1740.6
CUST004138,0.7102,4,2450.49,3.0,304.0,Marketplace,Silver,1740.34
CUST010018,0.4946,5,3517.48,4.0,125.0,Influencer,Bronze,1739.75
CUST007249,0.1119,10,15544.08,8.0,2.0,Organic Search,Bronze,1739.38
CUST012447,0.9552,2,1820.6999999999998,2.0,181.0,Paid Social,Bronze,1739.13
CUST005140,0.9808,1,1771.9,2.0,314.0,Organic Search,Bronze,1737.88
CUST006721,0.3224,8,5388.7699999999995,3.0,53.0,Email Campaign,Gold,1737.34
CUST003297,0.4224,6,4112.28,2.0,124.0,Paid Social,Bronze,1737.03
CUST016099,0.6433,4,2699.84,3.0,27.0,Paid Social,Bronze,1736.81
CUST001120,0.7659,3,2267.62,2.0,208.0,Organic Search,Silver,1736.77
CUST012930,0.8088,3,2147.15,4.0,78.0,,Silver,1736.61
CUST009837,0.7195,4,2413.08,1.0,34.0,Direct,Bronze,1736.21
CUST013053,0.5095,5,3406.8,4.0,100.0,Influencer,Bronze,1735.76
CUST003547,0.7274,4,2385.92,3.0,72.0,Organic Search,Bronze,1735.52
CUST003756,0.1387,10,12507.88,8.0,17.0,Organic Search,Platinum,1734.84
CUST008477,0.5688,4,3049.88,1.0,402.0,Paid Social,Bronze,1734.77
CUST010489,0.9547,2,1816.54,1.0,326.0,,Bronze,1734.25
CUST017294,0.769,3,2254.9,1.0,124.0,Marketplace,Bronze,1734.02
CUST009467,0.4963,5,3492.11,1.0,13.0,Marketplace,,1733.13
CUST015128,0.274,8,6324.99,8.0,46.0,Email Campaign,Bronze,1733.05
CUST012791,0.0354,10,48951.14,14.0,76.0,Email Campaign,Platinum,1732.87
CUST016889,0.4425,6,3914.75,3.0,173.0,Influencer,Silver,1732.28
CUST010271,0.1613,10,10738.06,7.0,78.0,Direct,Silver,1732.05
CUST019805,0.2053,9,8435.98,10.0,13.0,Direct,Bronze,1731.91
CUST015572,0.9375,2,1847.0700000000002,2.0,232.0,Influencer,Bronze,1731.63
CUST007797,0.3172,8,5454.16,4.0,31.0,Email Campaign,Platinum,1730.06
CUST008866,0.3687,7,4691.99,4.0,21.0,Marketplace,Bronze,1729.94
CUST005643,0.0473,10,36550.54,14.0,62.0,Referral,Silver,1728.84
CUST000661,0.8807,3,1963.02,3.0,107.0,Direct,Bronze,1728.83
CUST005950,0.8144,3,2122.83,1.0,85.0,Marketplace,Silver,1728.83
CUST000546,0.379,7,4561.0599999999995,6.0,39.0,Organic Search,Bronze,1728.64
CUST010327,0.1292,10,13377.77,15.0,7.0,Organic Search,Platinum,1728.41
CUST011789,0.5024,5,3439.52,3.0,36.0,Paid Social,Bronze,1728.01
CUST011570,0.9922,1,1741.57,1.0,454.0,,,1727.99
CUST012343,0.3255,8,5305.28,1.0,56.0,Paid Social,Silver,1726.87
CUST012543,0.4042,6,4272.15,4.0,36.0,Influencer,Silver,1726.8
CUST009050,0.4561,6,3784.71,2.0,87.0,Marketplace,,1726.21
CUST016148,0.3957,7,4362.34,3.0,36.0,Direct,Silver,1726.18
CUST000339,0.2725,8,6331.33,5.0,10.0,,Bronze,1725.29
CUST009469,0.2313,9,7457.5,6.0,45.0,Organic Search,Platinum,1724.92
CUST005091,0.4608,6,3742.3,1.0,159.0,Direct,Silver,1724.45
CUST005387,0.1068,10,16139.99,12.0,0.0,,Bronze,1723.75
CUST001135,0.4325,6,3984.75,2.0,59.0,Referral,Bronze,1723.4
CUST015446,0.2477,9,6957.1900000000005,5.0,9.0,Email Campaign,,1723.3
CUST005515,0.4478,6,3846.93,3.0,208.0,Referral,Bronze,1722.66
CUST016116,0.4933,5,3491.8399999999997,2.0,23.0,Organic Search,Gold,1722.52
CUST007914,0.4254,6,4048.24,2.0,272.0,Organic Search,Silver,1722.12
CUST012164,0.239,9,7204.4400000000005,2.0,19.0,Referral,Bronze,1721.86
CUST014190,0.4616,6,3728.88,2.0,191.0,,Bronze,1721.25
CUST015654,0.5802,4,2964.4700000000003,4.0,74.0,Influencer,Gold,1719.99
CUST014106,0.3347,7,5138.5,3.0,82.0,Direct,,1719.86
CUST014068,0.452,6,3804.34,2.0,58.0,Organic Search,Bronze,1719.56
CUST005622,0.5113,5,3363.04,2.0,15.0,Influencer,Gold,1719.52
CUST003618,0.3566,7,4821.47,3.0,121.0,Organic Search,Bronze,1719.34
CUST017899,0.5758,4,2985.45,2.0,47.0,Influencer,Bronze,1719.02
CUST013217,0.9419,2,1824.96,2.0,247.0,Influencer,Silver,1718.93
CUST014713,0.2453,9,7003.5199999999995,7.0,12.0,Organic Search,Bronze,1717.96
CUST014297,0.5803,4,2960.18,3.0,32.0,Direct,Silver,1717.79
CUST003670,0.4887,5,3514.45,3.0,60.0,Referral,Bronze,1717.51
CUST006718,0.4965,5,3456.89,2.0,98.0,Influencer,Bronze,1716.35
CUST016447,0.3282,8,5226.47,2.0,141.0,Paid Social,Bronze,1715.33
CUST012869,0.1462,10,11720.460000000001,7.0,14.0,Referral,Silver,1713.53
CUST005609,0.4866,5,3520.25,3.0,28.0,Email Campaign,Silver,1712.95
CUST018522,0.2174,9,7878.73,5.0,41.0,Marketplace,Bronze,1712.84
CUST012645,0.9052,3,1892.1799999999998,2.0,118.0,Paid Social,Bronze,1712.8
CUST019944,0.2004,9,8543.86,4.0,13.0,Paid Social,Gold,1712.19
CUST014126,0.1219,10,14031.27,9.0,8.0,Organic Search,Bronze,1710.41
CUST014105,0.3807,7,4486.7,5.0,0.0,Organic Search,Bronze,1708.09
CUST018906,0.3351,7,5095.46,4.0,74.0,Email Campaign,Bronze,1707.49
CUST011405,0.9534,2,1790.8000000000002,3.0,311.0,,Silver,1707.35
CUST007929,0.4271,6,3996.8300000000004,3.0,31.0,Organic Search,Bronze,1707.05
CUST013334,0.537,5,3178.5,2.0,37.0,Organic Search,Bronze,1706.85
CUST004767,0.4228,6,4036.2999999999997,4.0,4.0,Paid Social,,1706.55
CUST017922,0.3677,7,4638.83,2.0,423.0,Direct,Bronze,1705.7
CUST018868,0.5372,5,3174.76,2.0,129.0,Paid Social,Bronze,1705.48
CUST009028,0.4919,5,3465.82,1.0,30.0,Referral,,1704.84
CUST012467,0.0885,10,19261.6,19.0,37.0,Referral,Bronze,1704.65
CUST008845,0.3804,7,4480.85,6.0,164.0,Paid Social,Bronze,1704.52
CUST018124,0.2352,9,7245.9,9.0,18.0,Direct,Bronze,1704.24
CUST019864,0.5839,4,2918.62,2.0,32.0,Direct,Bronze,1704.18
CUST015486,0.9398,2,1812.87,4.0,188.0,Organic Search,Bronze,1703.74
CUST007889,0.0469,10,36326.87,15.0,52.0,Email Campaign,Platinum,1703.73
CUST014855,0.1527,10,11155.57,9.0,71.0,Organic Search,,1703.46
CUST015229,0.4358,6,3908.0,4.0,1.0,,Bronze,1703.11
CUST016501,0.2346,9,7259.26,4.0,12.0,Direct,Bronze,1703.02
CUST011706,0.2422,9,7031.0599999999995,4.0,14.0,Influencer,Gold,1702.92
CUST007412,0.4059,6,4194.469999999999,4.0,89.0,Organic Search,Bronze,1702.54
CUST002892,0.4834,5,3519.3500000000004,2.0,154.0,Paid Social,,1701.25
CUST018282,0.7208,4,2359.99,4.0,37.0,Marketplace,Bronze,1701.08
CUST009438,0.4929,5,3443.74,1.0,103.0,Organic Search,Bronze,1697.42
CUST017994,0.508,5,3341.01,4.0,197.0,Direct,Gold,1697.23
CUST019078,0.5111,5,3317.6899999999996,4.0,116.0,Paid Social,Gold,1695.67
CUST003256,0.4245,6,3994.28,2.0,225.0,Organic Search,Bronze,1695.57
CUST017930,0.9544,2,1776.5,4.0,207.0,Paid Social,Bronze,1695.49
CUST016067,0.2843,8,5957.74,5.0,31.0,,Silver,1693.79
CUST014659,0.4477,6,3783.14,2.0,60.0,Email Campaign,Bronze,1693.71
CUST013152,0.0509,10,33269.44,17.0,22.0,Organic Search,Gold,1693.41
CUST004917,0.1638,10,10336.48,11.0,24.0,,,1693.12
CUST013546,0.4377,6,3867.86,2.0,86.0,Organic Search,Bronze,1692.96
CUST017987,0.8771,3,1929.97,1.0,119.0,Organic Search,Silver,1692.78
CUST002700,0.9858,1,1717.14,1.0,214.0,Organic Search,Silver,1692.76
CUST017585,0.408,6,4146.3,1.0,78.0,Influencer,Silver,1691.69
CUST014132,0.8834,3,1914.94,4.0,117.0,Paid Social,Bronze,1691.66
CUST001618,0.4018,6,4207.84,2.0,165.0,Paid Social,Platinum,1690.71
CUST005645,0.9543,2,1771.67,3.0,207.0,Direct,Bronze,1690.7
CUST013873,0.3987,6,4238.35,6.0,133.0,Paid Social,Gold,1689.83
CUST012078,0.6923,4,2440.72,3.0,35.0,Influencer,Bronze,1689.71
CUST019951,0.3415,7,4946.91,2.0,137.0,Marketplace,Silver,1689.37
CUST019917,0.2592,8,6515.64,3.0,67.0,Referral,Silver,1688.85
CUST006782,0.3126,8,5399.18,4.0,65.0,Direct,Bronze,1687.78
CUST010914,0.1865,9,9040.8,9.0,30.0,Marketplace,Silver,1686.11
CUST004798,0.2245,9,7510.4400000000005,7.0,44.0,Organic Search,Bronze,1686.09
CUST010711,0.6819,4,2472.51,2.0,60.0,Direct,Bronze,1686.0
CUST019348,0.2666,8,6322.32,7.0,51.0,Direct,Bronze,1685.53
CUST015962,0.3967,7,4248.389999999999,4.0,53.0,,,1685.34
CUST019640,0.9841,1,1712.42,1.0,428.0,Organic Search,Bronze,1685.19
CUST010004,0.685,4,2460.1099999999997,3.0,97.0,Direct,Gold,1685.18
CUST014230,0.7353,3,2291.6400000000003,2.0,98.0,Paid Social,Gold,1685.04
CUST019870,0.7769,3,2168.63,2.0,189.0,Organic Search,Platinum,1684.81
CUST009882,0.3726,7,4521.36,7.0,30.0,Organic Search,Bronze,1684.66
CUST006962,0.6013,4,2799.25,1.0,75.0,Paid Social,Silver,1683.19
CUST009572,0.4404,6,3819.3999999999996,2.0,112.0,Organic Search,Bronze,1682.06
CUST015939,0.914,2,1839.76,1.0,143.0,Organic Search,Bronze,1681.54
CUST006745,0.2288,9,7349.21,9.0,42.0,Organic Search,Gold,1681.5
CUST008322,0.1135,10,14806.34,8.0,13.0,Paid Social,Silver,1680.52
CUST018533,0.5018,5,3345.58,2.0,90.0,Email Campaign,Platinum,1678.81
CUST013758,0.9021,3,1860.31,4.0,118.0,,Bronze,1678.19
CUST013604,0.4838,5,3468.42,3.0,52.0,Direct,Bronze,1678.02
CUST014064,0.1096,10,15310.210000000001,9.0,4.0,Organic Search,Bronze,1678.0
CUST007645,0.3055,8,5489.2699999999995,5.0,45.0,Paid Social,Platinum,1676.97
CUST001863,0.8157,3,2055.09,2.0,107.0,,Gold,1676.34
CUST005592,0.5008,5,3345.7400000000002,2.0,96.0,,Platinum,1675.55
CUST000499,0.0913,10,18349.04,14.0,27.0,Referral,Bronze,1675.27
CUST018536,0.4046,6,4140.38,3.0,276.0,Influencer,Gold,1675.2
CUST000665,0.5457,5,3069.69,1.0,361.0,Organic Search,Bronze,1675.13
CUST015884,0.2409,9,6951.54,6.0,152.0,Email Campaign,Bronze,1674.63
CUST013233,0.403,6,4155.03,2.0,8.0,Organic Search,Silver,1674.48
CUST016516,0.9761,1,1715.01,1.0,308.0,Organic Search,,1674.02
CUST018197,0.5546,5,3018.35,1.0,227.0,Email Campaign,Gold,1673.98
CUST002714,0.2315,9,7222.86,7.0,126.0,,Silver,1672.09
CUST001225,0.9217,2,1813.74,1.0,144.0,Paid Social,Bronze,1671.72
CUST019388,0.0391,10,42753.34,11.0,18.0,Referral,Silver,1671.66
CUST010090,0.5983,4,2793.97,3.0,36.0,Organic Search,Bronze,1671.63
CUST016055,0.9004,3,1854.8400000000001,4.0,188.0,Marketplace,Silver,1670.1
CUST017745,0.253,9,6596.389999999999,4.0,18.0,Direct,Bronze,1668.89
CUST007976,0.9663,1,1726.19,1.0,444.0,Referral,Bronze,1668.02
CUST011575,0.4287,6,3890.6,2.0,114.0,Organic Search,Silver,1667.9
CUST009740,0.4569,6,3650.33,2.0,233.0,Email Campaign,Bronze,1667.84
CUST005667,0.4478,6,3724.24,5.0,228.0,Referral,Bronze,1667.71
CUST011188,0.3727,7,4473.13,3.0,105.0,Referral,Bronze,1667.14
CUST005661,0.7635,3,2183.2200000000003,2.0,58.0,Influencer,Bronze,1666.89
CUST008236,0.6374,4,2614.5,2.0,14.0,Organic Search,Silver,1666.48
CUST007168,0.3963,7,4203.75,3.0,27.0,Influencer,Silver,1665.95
CUST019454,0.3615,7,4608.16,2.0,40.0,Direct,Silver,1665.85
CUST004355,0.3595,7,4629.89,5.0,9.0,,Bronze,1664.45
CUST001449,0.9469,2,1757.44,3.0,255.0,Marketplace,Platinum,1664.12
CUST011672,0.6437,4,2585.2,2.0,241.0,Organic Search,Gold,1664.09
CUST003805,0.5194,5,3202.64,1.0,53.0,,Silver,1663.45
CUST012020,0.438,6,3797.2299999999996,4.0,19.0,Organic Search,Silver,1663.19
CUST005842,0.3096,8,5371.23,2.0,120.0,Influencer,Bronze,1662.93
CUST018073,0.1271,10,13083.27,7.0,21.0,Email Campaign,Bronze,1662.88
CUST012963,0.3643,7,4564.51,1.0,37.0,,Platinum,1662.85
CUST001030,0.926,2,1795.69,2.0,166.0,Organic Search,Silver,1662.81
CUST001621,0.9764,1,1702.86,1.0,198.0,Email Campaign,Bronze,1662.67
CUST018061,0.6822,4,2436.34,4.0,52.0,Direct,Silver,1662.07
CUST008927,0.1363,10,12192.21,9.0,31.0,Organic Search,,1661.8
CUST004697,0.4618,6,3597.71,1.0,8.0,Email Campaign,Bronze,1661.42
CUST015147,0.9043,3,1836.81,3.0,190.0,Direct,Bronze,1661.03
CUST004709,0.1595,10,10411.93,7.0,24.0,Direct,,1660.7
CUST009590,0.243,9,6830.7,5.0,97.0,Organic Search,Gold,1659.86
CUST017682,0.556,4,2985.28,2.0,23.0,Referral,Bronze,1659.82
CUST012500,0.9753,1,1701.8400000000001,2.0,242.0,Referral,Bronze,1659.8
CUST003137,0.1822,9,9108.33,6.0,1.0,Direct,,1659.54
CUST012490,0.3052,8,5432.67,5.0,6.0,Organic Search,Bronze,1658.05
CUST017723,0.9827,1,1687.17,2.0,313.0,Marketplace,Platinum,1657.98
CUST015676,0.3443,7,4813.79,3.0,187.0,Email Campaign,Silver,1657.39
CUST003408,0.9322,2,1777.82,2.0,178.0,Organic Search,Bronze,1657.28
CUST003581,0.3203,8,5174.030000000001,4.0,29.0,Email Campaign,Silver,1657.24
CUST015215,0.3078,8,5382.1900000000005,2.0,60.0,Referral,Silver,1656.64
CUST009991,0.1828,9,9061.59,5.0,14.0,Referral,Bronze,1656.46
CUST002767,0.1329,10,12462.89,13.0,21.0,Email Campaign,Silver,1656.32
CUST012710,0.9328,2,1775.47,2.0,341.0,Email Campaign,Bronze,1656.16
CUST011904,0.3558,7,4653.5,2.0,21.0,Email Campaign,Bronze,1655.72
CUST000575,0.9725,1,1701.65,3.0,334.0,,Bronze,1654.85
CUST019693,0.3457,7,4786.72,5.0,43.0,Influencer,Gold,1654.77
CUST007723,0.5529,5,2992.73,2.0,25.0,Organic Search,,1654.68
CUST003652,0.3893,7,4248.21,3.0,65.0,Direct,Bronze,1653.83
CUST019811,0.2739,8,6033.389999999999,4.0,5.0,Organic Search,Bronze,1652.55
CUST003278,0.2367,9,6979.8,6.0,102.0,Organic Search,Gold,1652.12
CUST005887,0.3317,8,4980.77,3.0,36.0,Paid Social,Gold,1652.12
CUST015174,0.0507,10,32585.08,11.0,10.0,Direct,,1652.06
CUST012699,0.2345,9,7044.92,4.0,33.0,Email Campaign,Bronze,1652.03
CUST006506,0.8082,3,2043.4,2.0,138.0,Organic Search,Bronze,1651.48
CUST018741,0.8009,3,2061.56,1.0,84.0,,Bronze,1651.1
CUST007354,0.953,2,1731.3,1.0,454.0,Influencer,Bronze,1649.93
CUST006056,0.9606,2,1716.83,1.0,296.0,Organic Search,Silver,1649.19
CUST017068,0.2834,8,5818.22,2.0,20.0,Referral,Bronze,1648.88
CUST019117,0.7355,3,2241.42,3.0,46.0,Organic Search,Gold,1648.56
CUST012973,0.3507,7,4699.46,1.0,70.0,Organic Search,Silver,1648.1
CUST006845,0.2567,9,6419.099999999999,6.0,46.0,Direct,Silver,1647.78
CUST002178,0.7007,4,2351.0299999999997,2.0,282.0,Marketplace,Bronze,1647.37
CUST000990,0.9669,1,1703.74,1.0,234.0,Paid Social,,1647.35
CUST006873,0.0932,10,17675.23,8.0,57.0,Organic Search,Bronze,1647.33
CUST010405,0.1932,9,8522.01,6.0,25.0,Organic Search,Bronze,1646.45
CUST017473,0.54,5,3047.75,3.0,18.0,Paid Social,,1645.78
CUST009506,0.2937,8,5601.530000000001,6.0,6.0,Paid Social,,1645.17
CUST015874,0.1423,10,11557.86,5.0,8.0,,Platinum,1644.68
CUST019272,0.5058,5,3251.4,5.0,23.0,Email Campaign,Bronze,1644.56
CUST001390,0.9923,1,1656.99,1.0,454.0,Organic Search,Gold,1644.23
CUST014157,0.8787,3,1870.8300000000002,2.0,80.0,Direct,Silver,1643.9
CUST002391,0.9263,2,1774.3,4.0,193.0,Email Campaign,Silver,1643.53
CUST014209,0.3534,7,4649.870000000001,5.0,16.0,,Bronze,1643.26
CUST005178,0.4516,6,3638.14,1.0,58.0,Paid Social,Silver,1642.98
CUST007899,0.62,4,2649.34,1.0,334.0,Organic Search,Bronze,1642.59
CUST010295,0.4299,6,3820.84,6.0,128.0,Paid Social,Bronze,1642.58
CUST002688,0.1895,9,8667.52,8.0,66.0,Referral,,1642.5
CUST011870,0.2177,9,7543.5,5.0,14.0,Organic Search,Bronze,1642.22
CUST000806,0.4774,5,3439.79,1.0,360.0,,Bronze,1642.16
CUST002944,0.328,8,5006.2300000000005,6.0,121.0,Organic Search,Gold,1642.04
CUST009072,0.1686,10,9738.35,11.0,41.0,Email Campaign,Bronze,1641.89
CUST004543,0.5968,4,2750.64,2.0,121.0,Marketplace,Bronze,1641.58
CUST014472,0.4251,6,3861.07,1.0,63.0,Direct,Platinum,1641.34
CUST001589,0.3139,8,5228.48,1.0,18.0,Email Campaign,Platinum,1641.22
CUST016362,0.2666,8,6155.71,5.0,31.0,Referral,Gold,1641.11
CUST010281,0.3765,7,4358.76,2.0,47.0,Referral,Platinum,1641.07
CUST010897,0.2748,8,5970.33,3.0,40.0,Direct,,1640.65
CUST018688,0.0544,10,30156.66,14.0,26.0,Organic Search,Platinum,1640.52
CUST002330,0.9222,2,1778.66,1.0,226.0,Organic Search,Gold,1640.28
CUST014588,0.2117,9,7746.530000000001,7.0,19.0,,Gold,1639.94
CUST013257,0.2691,8,6094.07,8.0,32.0,Direct,Silver,1639.91
CUST009864,0.5455,5,3004.8999999999996,1.0,13.0,Paid Social,Silver,1639.17
CUST003463,0.4942,5,3315.05,2.0,31.0,Influencer,Gold,1638.3
CUST011588,0.9368,2,1748.6299999999999,5.0,252.0,Organic Search,Silver,1638.12
CUST016642,0.9554,2,1714.3999999999999,5.0,255.0,,Bronze,1637.94
CUST009862,0.1133,10,14452.1,10.0,2.0,Marketplace,Silver,1637.42
CUST019445,0.9773,1,1675.16,1.0,360.0,Paid Social,Bronze,1637.13
CUST002716,0.8824,3,1855.25,4.0,102.0,,Bronze,1637.07
CUST014330,0.9211,2,1776.97,1.0,127.0,Paid Social,Bronze,1636.77
CUST003471,0.5507,5,2970.28,2.0,185.0,Paid Social,,1635.73
CUST016325,0.3759,7,4350.54,3.0,181.0,,Gold,1635.37
CUST013070,0.3316,8,4931.46,1.0,115.0,Paid Social,Bronze,1635.27
CUST001175,0.5917,4,2763.43,1.0,27.0,Direct,Bronze,1635.12
CUST015019,0.7747,3,2110.08,1.0,60.0,Paid Social,Gold,1634.68
CUST013647,0.2525,9,6473.95,5.0,114.0,Direct,,1634.67
CUST005993,0.5109,5,3197.27,1.0,30.0,Referral,Silver,1633.49
CUST003686,0.9228,2,1769.92,1.0,99.0,Paid Social,Bronze,1633.28
CUST900264,0.2895,8,5641.49,4.0,3.0,,Silver,1633.21
CUST011438,0.2565,9,6366.95,4.0,103.0,Marketplace,Silver,1633.12
CUST016792,0.6782,4,2407.93,3.0,109.0,Direct,Gold,1633.06
CUST008822,0.1926,9,8472.900000000001,5.0,5.0,Email Campaign,Silver,1631.88
CUST013006,0.0418,10,39036.92,14.0,24.0,Organic Search,Gold,1631.74
CUST000070,0.1117,10,14601.16,11.0,124.0,Referral,Bronze,1630.95
CUST008160,0.2953,8,5522.9,7.0,51.0,Paid Social,Gold,1630.91
CUST017599,0.89,3,1832.0,1.0,54.0,Organic Search,Silver,1630.48
CUST003931,0.9744,1,1673.24,1.0,348.0,Influencer,Platinum,1630.41
CUST014109,0.3597,7,4529.8,3.0,118.0,Paid Social,Bronze,1629.37
CUST012373,0.4595,6,3545.57,1.0,291.0,Paid Social,Bronze,1629.19
CUST013122,0.0399,10,40812.09,11.0,9.0,Email Campaign,Platinum,1628.4
CUST016028,0.5931,4,2743.06,1.0,81.0,Organic Search,,1626.91
CUST017428,0.8843,3,1839.7,3.0,51.0,Paid Social,Bronze,1626.85
CUST015411,0.8053,3,2019.83,3.0,49.0,Direct,Silver,1626.57
CUST006283,0.2517,9,6461.32,4.0,2.0,Organic Search,Silver,1626.31
CUST019701,0.6533,4,2488.68,1.0,33.0,Paid Social,Bronze,1625.85
CUST008142,0.2199,9,7392.6,4.0,12.0,Direct,Silver,1625.63
CUST003820,0.9715,1,1672.5100000000002,3.0,196.0,Paid Social,,1624.84
CUST001828,0.1139,10,14258.27,9.0,1.0,Referral,Bronze,1624.02
CUST019938,0.2946,8,5511.7,3.0,131.0,Influencer,Silver,1623.75
CUST011475,0.481,5,3375.35,3.0,222.0,Direct,Platinum,1623.54
CUST009138,0.355,7,4571.4,4.0,31.0,Influencer,Bronze,1622.85
CUST019126,0.3787,7,4284.33,2.0,106.0,Paid Social,Bronze,1622.48
CUST008461,0.2357,9,6881.0599999999995,9.0,53.0,Organic Search,Bronze,1621.87
CUST002639,0.9573,2,1694.18,4.0,307.0,Direct,Gold,1621.84
CUST002139,0.3791,7,4277.96,2.0,111.0,Influencer,Bronze,1621.77
CUST015222,0.8943,3,1813.36,1.0,125.0,Email Campaign,,1621.69
CUST016057,0.9944,1,1630.14,1.0,344.0,Organic Search,Bronze,1621.01
CUST011902,0.1791,9,9049.21,10.0,59.0,Organic Search,Gold,1620.71
CUST012823,0.2444,9,6631.11,5.0,174.0,Organic Search,Gold,1620.64
CUST001382,0.8974,3,1805.59,2.0,184.0,Direct,,1620.34
CUST005007,0.3589,7,4514.01,1.0,11.0,Organic Search,Bronze,1620.08
CUST009382,0.0948,10,17086.95,9.0,17.0,Direct,Silver,1619.84
CUST006976,0.0898,10,18037.13,16.0,46.0,Direct,Silver,1619.73
CUST017187,0.3159,8,5126.259999999999,5.0,124.0,Referral,Bronze,1619.39
CUST016063,0.9189,2,1761.78,1.0,126.0,Influencer,Gold,1618.9
CUST013967,0.1185,10,13656.259999999998,11.0,10.0,Marketplace,Gold,1618.27
CUST008796,0.4091,6,3952.72,3.0,44.0,Organic Search,Bronze,1617.06
CUST006530,0.0964,10,16765.059999999998,9.0,1.0,Direct,Silver,1616.15
CUST004884,0.9293,2,1738.79,2.0,311.0,Paid Social,Bronze,1615.86
CUST016249,0.387,7,4174.099999999999,2.0,115.0,Direct,Gold,1615.38
CUST019354,0.114,10,14166.79,8.0,0.0,Organic Search,Bronze,1615.01
CUST008921,0.373,7,4328.98,4.0,23.0,Organic Search,Bronze,1614.71
CUST000364,0.7479,3,2157.92,3.0,36.0,,Bronze,1613.91
CUST010399,0.0714,10,22602.08,11.0,3.0,Marketplace,Silver,1613.79
CUST004190,0.1252,10,12885.84,7.0,23.0,Email Campaign,Silver,1613.31
CUST005871,0.2152,9,7496.34,9.0,4.0,Marketplace,Bronze,1613.21
CUST010989,0.2161,9,7461.38,10.0,16.0,Email Campaign,Bronze,1612.4
CUST013302,0.2165,9,7447.06,3.0,28.0,Direct,,1612.29
CUST018494,0.3749,7,4300.51,2.0,51.0,Organic Search,,1612.26
