product_id,unit_price_ghs,cost_price_ghs,stock_quantity,avg_rating,product_name,category,subcategory,brand,launch_date,is_active
PRD00470,61.29,50.14,758.0,4.11,Hisense Bedding 501,Home & Kitchen,Bedding,Apple,2022-12-16,True
PRD00471,40.65,29.57,656.0,3.94,Nasco Men's Clothing 524,Fashion,Men'S Clothing,GTP,2022-02-02,True
PRD00472,229.39,162.69,456.0,4.25,Lenovo Women's Clothing 285,Fashion,Women'S Clothing,Kasapreko,2022-05-26,True
PRD00473,420.2,300.36,497.0,3.05,Samsung Smartphone 998,Phones & Tablets,Smartphones,Nivea,2022-04-14,True
PRD00474,4027.39,2997.5,161.0,4.35,Nestle Monitor 365,Computing,Monitors,Dell,2022-06-24,True
PRD00475,1556.83,1216.21,666.0,4.53,Adidas Small Appliance 136,Electronics,Small Appliances,Kasapreko,2023-03-05,True
PRD00476,125.7,105.52,791.0,3.85,Tecno Small Appliance 839,Electronics,,itel,2024-12-16,True
PRD00477,126.14,98.45,590.0,3.96,Lenovo Footwear 631,Fashion,Footwear,Infinix,2024-08-24,True
PRD00478,222.74,136.8,78.0,4.54,Nasco Skincare 387,Health & Beauty,Skincare,Infinix,2022-05-28,True
PRD00479,16.34,12.88,797.0,3.95,Nestle Fragrance 826,Health & Beauty,Fragrance,Apple,2024-08-18,True
PRD00480,50.89,39.86,398.0,4.19,Nestle Bag 458,Fashion,Bags,Nasco,2024-05-21,True
PRD00481,335.26,230.37,498.0,3.51,Midea Footwear 736,Fashion,Footwear,,2024-02-15,True
PRD00482,576.38,478.73,542.0,4.25,Dell Audio 932,Electronics,Audio,Unilever,2022-09-18,True
PRD00483,42.85,27.88,899.0,5.0,GTP Cookware 857,Home & Kitchen,Cookware,Dell,2023-01-28,True
PRD00484,83.75,54.58,198.0,4.01,Lenovo Women's Clothing 280,Fashion,Women'S Clothing,Apple,2024-10-30,True
PRD00485,1077.13,845.33,790.0,,Woodin Phone Accessorie 900,Phones & Tablets,Phone Accessories,itel,2022-05-05,True
PRD00486,51.96,34.02,108.0,4.45,Puma Women's Clothing 509,Fashion,Women'S Clothing,Nasco,2022-08-07,True
PRD00487,100.22,61.24,601.0,3.8,Adidas Bag 435,Fashion,Bags,Fan Milk,2024-08-23,True
PRD00488,240.42,189.69,426.0,3.8,Dell Small Appliance 614,Electronics,Small Appliances,Puma,2023-01-05,True
PRD00489,862.97,677.77,566.0,3.84,Apple Bedding 575,Home & Kitchen,Bedding,Fan Milk,2022-05-27,True
PRD00490,53.44,40.61,568.0,4.37,Nestle Furniture 888,Home & Kitchen,Furniture,Fan Milk,2022-01-16,True
PRD00491,134.79,74.85,720.0,3.69,Tecno Haircare 939,Health & Beauty,Haircare,Nivea,2023-05-03,True
PRD00492,192.01,154.53,214.0,,Nestle Supplement 355,Health & Beauty,Supplements,Fan Milk,2023-02-21,True
PRD00493,356.24,284.93,643.0,,Nasco Supplement 172,Health & Beauty,Supplements,HP,2022-12-24,True
PRD00494,77.22,61.95,333.0,4.55,Apple Men's Clothing 408,Fashion,Men'S Clothing,Samsung,2024-12-20,False
PRD00495,69.16,59.24,785.0,3.08,Nestle Snack 251,Groceries,Snacks,Hisense,2022-12-07,True
PRD00496,69.97,42.83,819.0,3.17,Lenovo Cookware 371,Home & Kitchen,Cookware,Adidas,2024-09-06,True
PRD00497,94.9,73.09,170.0,3.87,itel Bag 641,Fashion,Bags,Nestle,2023-05-03,True
PRD00498,351.37,227.6,535.0,3.48,Samsung Haircare 540,Health & Beauty,Haircare,HP,2023-01-05,True
PRD00499,110.19,74.6,596.0,4.2,Lenovo Bag 404,Fashion,Bags,Nasco,2023-06-09,True
PRD00500,219.46,137.07,631.0,3.96,Samsung Cleaning 717,Home & Kitchen,Cleaning,Nestle,2022-06-22,True
PRD00501,16.17,10.35,262.0,4.0,Nivea Snack 778,Groceries,Snacks,Nasco,2024-10-23,True
PRD00502,207.67,119.74,791.0,4.06,Unilever Sportswear 434,Sports & Fitness,Sportswear,GTP,2023-05-24,True
PRD00503,205.33,158.86,22.0,4.0,Unilever Sportswear 756,Sports & Fitness,Sportswear,Unilever,2023-06-13,True
PRD00504,334.36,226.38,806.0,3.1,Samsung Cookware 312,Home & Kitchen,Cookware,Nasco,2023-11-24,True
PRD00505,82.15,68.21,358.0,3.33,Woodin Cleaning 257,Home & Kitchen,Cleaning,Hisense,2023-05-01,True
PRD00506,139.56,115.48,202.0,4.43,Nasco Snack 675,Groceries,Snacks,Generic,2022-07-29,True
PRD00507,496.51,391.92,494.0,3.13,Infinix Bag 150,Fashion,Bags,Nivea,2022-11-20,False
PRD00508,36.25,28.29,829.0,3.96,itel Toy 490,Baby Products,Toys,itel,2024-05-15,True
PRD00509,97.9,69.9,309.0,3.59,HP Cookware 438,Home & Kitchen,Cookware,Hisense,2023-10-05,True
PRD00510,400.99,288.3,314.0,4.38,Generic Phone Accessorie 526,Phones & Tablets,Phone Accessories,itel,2024-09-07,True
PRD00511,802.31,692.38,372.0,4.12,Unilever Tablet 870,Phones & Tablets,Tablets,Adidas,2024-10-05,True
PRD00512,58.4,43.45,0.0,4.59,Adidas Toy 115,Baby Products,,Fan Milk,2022-06-28,True
PRD00513,2133.44,1424.41,775.0,3.66,Nivea Smartphone 644,Phones & Tablets,Smartphones,GTP,2022-01-26,True
PRD00514,1703.04,1034.76,148.0,4.26,Samsung Camera 296,Electronics,Cameras,Lenovo,2022-06-02,True
PRD00515,61.13,41.45,842.0,3.68,GTP Footwear 774,Fashion,Footwear,Fan Milk,2023-12-25,True
PRD00516,5074.85,4375.81,560.0,3.91,Unilever Laptop 465,Computing,Laptops,Apple,2022-11-28,True
PRD00517,210.5,182.33,192.0,4.28,Nivea Women's Clothing 679,Fashion,Women'S Clothing,Lenovo,2024-08-18,True
PRD00518,14.62,11.81,787.0,4.05,Hisense Beverage 397,Groceries,Beverages,Apple,2023-12-03,False
PRD00519,406.88,244.9,506.0,3.62,Samsung Smartphone 741,Phones & Tablets,Smartphones,Nestle,2024-11-20,True
PRD00520,435.17,254.29,804.0,3.96,Hisense Baby Food 796,Baby Products,Baby Food,Apple,2023-04-01,True
PRD00521,114.89,92.86,3.0,4.61,Tecno Diaper 191,Baby Products,Diapers,Tecno,2023-12-09,True
PRD00522,93.24,51.55,113.0,3.6,Lenovo Women's Clothing 536,Fashion,Women'S Clothing,Adidas,2023-06-30,True
PRD00523,1158.97,734.47,298.0,3.47,Fan Milk Monitor 324,Computing,Monitors,Infinix,2022-05-08,True
PRD00524,17.83,14.66,172.0,4.07,GTP Fragrance 901,Health & Beauty,Fragrance,Tecno,2024-04-05,True
PRD00525,1905.6,1434.88,606.0,4.49,Nivea Power Bank 629,Phones & Tablets,Power Banks,Samsung,2024-04-08,True
PRD00526,195.94,114.56,547.0,3.68,Samsung Women's Clothing 382,Fashion,Women'S Clothing,Unilever,2022-10-05,True
PRD00527,257.27,143.69,310.0,4.07,Kasapreko Textbook 703,Books & Stationery,Textbooks,Lenovo,2024-03-12,True
PRD00528,18.87,,153.0,,Midea Art 367,Books & Stationery,Art,Lenovo,2023-11-21,False
PRD00529,10.28,8.8,220.0,5.0,Adidas Pantry 908,Groceries,Pantry,Lenovo,2022-05-21,True
PRD00530,150.26,113.63,263.0,4.64,Dell Women's Clothing 647,Fashion,,Samsung,2023-12-29,True
PRD00531,21.59,18.27,398.0,3.98,Nivea Haircare 485,Health & Beauty,Haircare,Apple,2022-08-06,False
PRD00532,35.81,22.06,365.0,,Nasco Haircare 116,Health & Beauty,Haircare,Adidas,2024-05-21,True
PRD00533,63.64,53.74,508.0,3.94,Nestle Footwear 733,Fashion,Footwear,Lenovo,2023-01-31,True
PRD00534,39.33,28.63,458.0,3.77,Hisense Skincare 874,Health & Beauty,Skincare,Nestle,2024-11-14,True
PRD00535,1004.29,863.18,723.0,4.06,GTP Phone Accessorie 450,Phones & Tablets,Phone Accessories,Midea,2024-11-19,True
PRD00536,745.0,550.71,585.0,3.73,Unilever Small Appliance 567,Electronics,Small Appliances,Nasco,2022-01-08,True
PRD00537,154.43,133.36,782.0,4.11,Puma Cleaning 757,Home & Kitchen,Cleaning,Hisense,2022-04-26,True
PRD00538,7573.75,4602.37,343.0,4.08,Generic Monitor 866,Computing,Monitors,Puma,2023-10-07,True
PRD00539,578.02,369.15,272.0,2.89,Fan Milk Storage 784,Computing,Storage,Generic,2024-01-08,True
PRD00540,30.26,18.79,276.0,3.01,Nasco Baby Care 646,Baby Products,Baby Care,Nivea,2022-06-04,True
PRD00541,241.01,158.95,525.0,3.52,Lenovo Office Supplie 946,Books & Stationery,Office Supplies,Woodin,2022-01-10,True
PRD00542,39.5,27.54,653.0,3.68,Midea Furniture 166,Home & Kitchen,Furniture,Unilever,2022-09-26,False
PRD00543,796.16,623.23,253.0,4.39,Nestle Baby Food 964,Baby Products,Baby Food,itel,2022-02-13,True
PRD00544,105.3,80.67,36.0,4.23,HP Art 220,Books & Stationery,Art,Dell,2023-05-18,True
PRD00545,412.74,276.83,37.0,3.93,Hisense Storage 865,Computing,Storage,Puma,2023-12-13,True
PRD00546,696.89,512.59,689.0,3.24,Unilever Bag 231,Fashion,Bags,HP,2023-03-31,True
PRD00547,111.85,69.8,599.0,3.81,itel Women's Clothing 398,Fashion,Women'S Clothing,Kasapreko,2022-11-01,True
PRD00548,209.52,124.31,268.0,4.56,HP Power Bank 737,Phones & Tablets,Power Banks,Unilever,2022-06-13,True
PRD00549,79.24,64.4,677.0,3.9,Fan Milk Household 528,Groceries,Household,Adidas,2023-10-03,True
PRD00550,713.09,487.35,327.0,3.71,Puma Bag 394,Fashion,Bags,Dell,2023-01-16,True
PRD00551,55.54,32.38,856.0,3.67,Tecno Men's Clothing 532,Fashion,Men'S Clothing,Puma,2023-09-20,True
PRD00552,961.36,799.89,27.0,4.63,GTP Laptop 540,Computing,Laptops,Generic,2022-07-11,True
PRD00553,770.29,494.43,746.0,4.48,Kasapreko Printer 245,Computing,Printers,Nasco,2023-03-29,True
PRD00554,69.19,55.45,77.0,4.55,Woodin Supplement 149,Sports & Fitness,Supplements,Woodin,2023-01-05,True
PRD00555,1350.44,1015.62,417.0,4.46,Adidas Tablet 842,Phones & Tablets,Tablets,Generic,2024-12-26,True
PRD00556,489.64,319.74,613.0,3.03,Hisense Audio 186,Electronics,Audio,Samsung,2023-06-13,True
PRD00557,1305.04,834.33,147.0,3.5,itel Camera 555,Electronics,Cameras,HP,2024-07-10,True
PRD00558,1149.61,886.01,654.0,,Midea Cleaning 633,Home & Kitchen,Cleaning,itel,2022-11-23,False
PRD00559,226.555,39.6,440.0,3.64,Generic Cookware 983,Home & Kitchen,Cookware,Dell,2021-12-29,False
PRD00560,608.58,344.63,835.0,4.71,Adidas Cleaning 366,Home & Kitchen,Cleaning,GTP,2023-01-22,True
PRD00561,1906.56,1409.16,82.0,3.51,Lenovo Smartphone 430,Phones & Tablets,Smartphones,Fan Milk,2024-03-15,True
PRD00562,234.88,196.68,736.0,4.78,Adidas Television 438,Electronics,Televisions,GTP,2024-07-10,True
PRD00563,422.06,322.38,401.0,4.06,Midea Baby Food 761,Baby Products,Baby Food,Nivea,2023-01-02,True
PRD00564,28.56,16.35,160.0,4.27,Fan Milk Fragrance 653,Health & Beauty,Fragrance,Nivea,2024-06-21,True
PRD00565,187.93,,665.0,4.22,Tecno Skincare 137,Health & Beauty,Skincare,Infinix,2022-09-28,True
PRD00566,25.27,17.91,569.0,3.68,Woodin Skincare 703,Health & Beauty,Skincare,Infinix,2023-11-20,True
PRD00567,83.93,70.31,405.0,4.6,Nasco Household 928,Groceries,Household,Nasco,2024-09-17,True
PRD00568,180.2,137.74,795.0,3.81,Samsung Power Bank 939,Phones & Tablets,Power Banks,HP,2024-11-29,True
PRD00569,133.42,84.57,596.0,5.0,itel Bag 550,Fashion,Bags,Hisense,2022-03-31,True
PRD00570,86.21,48.43,21.0,4.01,Puma Furniture 379,Home & Kitchen,Furniture,Hisense,2024-04-26,True
PRD00571,50.47,33.99,326.0,,Apple Footwear 406,Fashion,Footwear,Puma,2023-05-30,True
PRD00572,177.27,150.08,421.0,4.89,Woodin Baby Care 698,Baby Products,Baby Care,Nivea,2024-09-27,True
PRD00573,59.67,48.71,513.0,3.27,Generic Cookware 498,Home & Kitchen,Cookware,itel,2023-02-21,True
PRD00574,81.27,63.96,275.0,4.7,Lenovo Beverage 866,Groceries,Beverages,Adidas,2022-03-15,True
PRD00575,135.58,103.8,676.0,4.18,GTP Baby Food 471,Baby Products,Baby Food,GTP,2023-11-14,True
PRD00576,25.13,14.14,538.0,4.76,HP Furniture 696,Home & Kitchen,Furniture,Nivea,2024-12-16,True
PRD00577,2204.67,1487.82,409.0,3.91,Hisense Outdoor 789,Sports & Fitness,Outdoor,Kasapreko,2024-08-07,False
PRD00578,59.69,39.49,272.0,3.71,HP Furniture 355,Home & Kitchen,Furniture,Puma,2022-05-20,True
PRD00579,616.66,468.62,157.0,3.45,itel Baby Food 665,Baby Products,Baby Food,Infinix,2024-03-12,True
PRD00580,58.12,47.42,133.0,4.32,Nestle Footwear 611,Fashion,Footwear,Puma,2024-10-25,True
PRD00581,125.19,104.87,609.0,3.17,Puma Furniture 196,Home & Kitchen,Furniture,Generic,2023-03-17,True
PRD00582,167.21,129.25,645.0,3.48,Kasapreko Furniture 956,Home & Kitchen,Furniture,Fan Milk,2022-10-12,True
PRD00583,1041.8,705.79,712.0,4.36,Hisense Smartphone 469,Phones & Tablets,Smartphones,Dell,2023-03-01,False
PRD00584,273.88,158.29,517.0,4.86,Nivea Bag 130,Fashion,Bags,Dell,2024-06-17,True
PRD00585,1587.23,919.9,500.0,4.2,Tecno Sportswear 578,Sports & Fitness,Sportswear,Nivea,2023-09-17,True
PRD00586,205.13,,258.0,3.76,Lenovo Fragrance 506,Health & Beauty,Fragrance,Kasapreko,2022-08-23,True
PRD00587,1523.18,920.37,61.0,3.51,Nasco Storage 972,Computing,Storage,Unilever,2022-01-20,True
PRD00588,257.46,225.68,661.0,4.24,Nestle Footwear 889,Fashion,Footwear,Unilever,2023-12-22,False
PRD00589,1419.15,1164.66,64.0,3.45,Hisense Printer 974,Computing,Printers,Dell,2024-07-20,True
PRD00590,2308.81,1995.1,352.0,4.28,Midea Phone Accessorie 262,Phones & Tablets,Phone Accessories,Nivea,2024-06-30,True
PRD00591,471.24,379.31,73.0,3.83,HP Gym Equipment 791,Sports & Fitness,Gym Equipment,Unilever,2022-07-10,True
PRD00592,148.41,101.67,259.0,4.4,Puma Bag 269,Fashion,Bags,HP,2023-11-24,True
PRD00593,839.54,135.16,13.0,3.92,Woodin Small Appliance 766,Electronics,Small Appliances,Dell,2023-06-06,True
PRD00594,779.35,,0.0,3.41,Nasco Cookware 638,Home & Kitchen,Cookware,Puma,2023-12-11,True
PRD00595,658.64,460.25,813.0,4.38,Puma Phone Accessorie 305,Phones & Tablets,Phone Accessories,Apple,2023-02-16,True
PRD00596,592.99,352.06,155.0,3.5,Fan Milk Audio 571,Electronics,Audio,HP,2022-05-28,True
PRD00597,19.41,15.83,802.0,4.19,Samsung Supplement 966,Health & Beauty,Supplements,Woodin,2024-09-08,True
PRD00598,352.23,222.85,111.0,4.3,Nivea Skincare 105,Health & Beauty,Skincare,Hisense,2024-06-23,True
PRD00599,208.73,176.99,682.0,4.16,Tecno Office Supplie 849,Books & Stationery,Office Supplies,Tecno,2022-02-11,True
PRD00600,331.67,285.56,695.0,4.27,Puma Supplement 657,Health & Beauty,Supplements,Unilever,2023-05-15,True
PRD00601,49.08,39.98,897.0,3.47,Kasapreko Bag 562,Fashion,Bags,GTP,2024-04-30,True
PRD00602,9.98,8.56,720.0,4.09,Woodin Snack 704,Groceries,Snacks,Puma,2022-01-01,True
PRD00603,1651.9,1290.83,797.0,3.66,Hisense Supplement 236,Sports & Fitness,Supplements,Midea,2023-03-20,True
PRD00604,212.14,143.79,822.0,4.0,itel Household 965,Groceries,Household,Kasapreko,2024-10-22,True
PRD00605,182.82,106.77,60.0,3.67,Nestle Textbook 425,Books & Stationery,Textbooks,Kasapreko,2023-06-24,True
PRD00606,223.47,193.94,683.0,4.07,Generic Pantry 781,Groceries,Pantry,Dell,2024-02-15,True
PRD00607,33.88,24.3,47.0,4.73,Unilever Baby Food 487,Baby Products,Baby Food,Midea,2024-12-13,True
PRD00608,5471.77,3689.77,322.0,2.95,Fan Milk Tablet 715,Phones & Tablets,Tablets,Dell,2022-02-28,True
PRD00609,126.17,74.56,474.0,4.68,Fan Milk Household 856,Groceries,Household,Midea,2022-01-18,False
PRD00610,208.08,133.4,895.0,,Kasapreko Footwear 883,Fashion,Footwear,Tecno,2023-11-07,True
PRD00611,89.545,53.03,733.0,3.26,Puma Cookware 829,Home & Kitchen,Cookware,Puma,2022-01-29,True
PRD00612,191.71,160.33,694.0,4.05,GTP Supplement 253,Health & Beauty,Supplements,Infinix,2022-04-20,True
PRD00613,113.95,85.38,544.0,4.0,Adidas Office Supplie 900,Books & Stationery,Office Supplies,,2022-08-06,True
PRD00614,146.06,94.54,56.0,4.07,Apple Office Supplie 794,Books & Stationery,Office Supplies,GTP,2023-11-24,True
PRD00615,839.54,1448.58,714.0,4.52,Tecno Small Appliance 541,Electronics,Small Appliances,Apple,2023-03-09,True
PRD00616,32.81,21.34,648.0,4.89,HP Pantry 372,Groceries,Pantry,GTP,2023-07-24,True
PRD00617,85.04,67.87,712.0,,itel Pantry 409,Groceries,Pantry,Nivea,2023-06-12,True
PRD00618,292.03,204.03,786.0,3.9,Hisense Bag 307,Fashion,,Infinix,2022-04-08,True
PRD00619,1205.28,928.27,510.0,4.29,Nasco Laptop 650,Computing,Laptops,Midea,2023-01-25,True
PRD00620,395.49,334.97,895.0,3.22,Adidas Phone Accessorie 963,Phones & Tablets,Phone Accessories,Woodin,2022-12-15,False
PRD00621,9.29,5.66,462.0,4.49,Midea Household 856,Groceries,Household,Unilever,2023-01-05,True
PRD00622,29.09,19.4,605.0,4.68,Unilever Furniture 723,Home & Kitchen,Furniture,Fan Milk,2022-01-07,True
PRD00623,16.05,13.09,260.0,3.03,Fan Milk Fiction 645,Books & Stationery,Fiction,Nestle,2023-04-29,True
PRD00624,165.13,112.22,641.0,4.37,itel Men's Clothing 495,Fashion,Men'S Clothing,itel,2024-12-10,True
PRD00625,181.11,102.01,37.0,3.98,Nasco Textbook 421,Books & Stationery,Textbooks,Apple,2023-11-10,True
PRD00626,46.1,25.86,465.0,3.58,GTP Footwear 862,Fashion,Footwear,Unilever,2024-01-14,False
PRD00627,11.95,7.2,55.0,5.0,Woodin Snack 502,Groceries,Snacks,Nivea,2022-02-10,False
PRD00628,3147.72,2287.11,571.0,4.71,Infinix Phone Accessorie 340,Phones & Tablets,Phone Accessories,Puma,2023-04-28,True
PRD00629,2888.94,2442.36,245.0,,Infinix Cleaning 597,Home & Kitchen,Cleaning,Nivea,2023-05-05,True
PRD00630,116.11,68.89,419.0,4.02,Woodin Snack 317,Groceries,Snacks,Hisense,2023-05-26,True
PRD00631,359.46,296.24,735.0,4.07,Hisense Supplement 549,Sports & Fitness,Supplements,GTP,2022-10-22,False
PRD00632,49.89,38.81,240.0,4.16,Generic Diaper 636,Baby Products,Diapers,Midea,2024-09-19,True
PRD00633,1890.04,1141.79,534.0,3.88,Dell Phone Accessorie 305,Phones & Tablets,Phone Accessories,Kasapreko,2023-02-12,True
PRD00634,82.53,71.07,331.0,4.31,Samsung Bag 583,Fashion,Bags,Kasapreko,2023-05-28,True
PRD00635,930.27,804.64,576.0,,Lenovo Smartphone 574,Phones & Tablets,Smartphones,Lenovo,2024-05-15,False
PRD00636,544.97,476.98,447.0,4.33,Kasapreko Tablet 171,Phones & Tablets,Tablets,itel,2022-01-16,True
PRD00637,259.51,203.84,719.0,4.16,Midea Skincare 413,Health & Beauty,Skincare,Nestle,2023-03-07,False
PRD00638,246.08,137.86,680.0,3.27,Nivea Snack 711,Groceries,Snacks,Nasco,2022-12-17,True
PRD00639,58.01,31.49,302.0,4.58,Nestle Beverage 326,Groceries,Beverages,GTP,2023-02-28,True
PRD00640,80.66,45.69,97.0,3.25,Samsung Toy 957,Baby Products,Toys,Apple,2023-01-22,True
PRD00641,57.29,43.3,734.0,4.71,Adidas Pantry 787,Groceries,Pantry,Unilever,2022-03-09,True
PRD00642,12.04,8.33,54.0,3.14,Lenovo Snack 598,Groceries,Snacks,itel,2023-06-21,True
PRD00643,2982.97,1781.16,632.0,4.15,GTP Power Bank 447,Phones & Tablets,Power Banks,Fan Milk,2022-01-30,True
PRD00644,154.59,128.06,669.0,4.69,Infinix Camera 500,Electronics,Cameras,GTP,2023-06-16,True
PRD00645,24.49,14.45,783.0,4.25,Puma Fragrance 215,Health & Beauty,Fragrance,,2024-09-08,True
PRD00646,37.98,28.8,111.0,3.91,Adidas Toy 143,Baby Products,Toys,Lenovo,2024-03-22,True
PRD00647,4746.43,3731.14,383.0,4.3,Puma Tablet 765,Phones & Tablets,Tablets,Nasco,2022-07-11,False
PRD00648,3442.83,2429.03,353.0,4.99,Woodin Cleaning 519,Home & Kitchen,Cleaning,Dell,2022-07-07,True
PRD00649,73.78,51.66,202.0,4.16,Apple Haircare 149,Health & Beauty,Haircare,GTP,2022-09-07,False
PRD00650,1392.77,854.18,571.0,4.3,Infinix Power Bank 197,Phones & Tablets,Power Banks,Puma,2022-10-10,True
PRD00651,103.0,61.07,203.0,3.52,Dell Bag 376,Fashion,Bags,Apple,2022-08-12,True
PRD00652,37.48,32.82,729.0,3.92,Adidas Sportswear 125,Sports & Fitness,Sportswear,itel,2024-09-11,True
PRD00653,19.32,11.54,29.0,4.39,HP Fragrance 161,Health & Beauty,Fragrance,Nasco,2024-06-25,True
PRD00654,3801.34,2728.48,313.0,,Infinix Small Appliance 198,Electronics,Small Appliances,Midea,2022-06-11,False
PRD00655,130.74,132.02,337.0,3.71,Infinix Diaper 258,Baby Products,Diapers,Generic,2022-10-26,True
PRD00656,55.07,38.41,760.0,4.73,Nestle Men's Clothing 770,Fashion,Men'S Clothing,Nasco,2023-05-10,True
PRD00657,742.48,,540.0,3.61,Generic Baby Care 138,Baby Products,Baby Care,HP,2022-03-08,True
PRD00658,7317.01,5445.15,348.0,4.02,Midea Audio 166,Electronics,Audio,Woodin,2023-08-01,True
PRD00659,32.96,25.04,307.0,3.64,Samsung Furniture 219,Home & Kitchen,Furniture,Kasapreko,2024-06-21,True
PRD00660,35.62,25.06,258.0,3.96,Midea Footwear 134,Fashion,Footwear,Infinix,2024-09-10,True
PRD00661,497.1,396.94,171.0,3.88,Midea Audio 345,Electronics,Audio,Generic,2023-01-13,True
PRD00662,60.0,50.9,550.0,4.17,itel Outdoor 517,Sports & Fitness,Outdoor,Nestle,2024-03-15,True
PRD00663,8881.6,5666.84,648.0,3.27,Hisense Printer 789,Computing,Printers,Woodin,2024-02-18,True
PRD00664,254.92,186.37,3.0,3.57,Dell Power Bank 559,Phones & Tablets,Power Banks,Samsung,2024-03-13,True
PRD00665,105.95,73.29,587.0,3.11,Nivea Men's Clothing 350,Fashion,Men'S Clothing,Puma,2022-06-13,True
PRD00666,88.58,49.27,352.0,3.7,HP Household 455,Groceries,Household,Dell,2023-04-24,True
PRD00667,91.12,69.39,387.0,3.88,Generic Beverage 973,Groceries,Beverages,HP,2022-01-05,True
PRD00668,114.36,93.15,647.0,4.02,GTP Fiction 179,Books & Stationery,Fiction,Fan Milk,2024-12-09,True
PRD00669,4506.45,3763.32,437.0,,Unilever Small Appliance 889,Electronics,Small Appliances,Nasco,2023-05-23,True
PRD00670,56.73,41.31,455.0,4.4,Woodin Women's Clothing 967,Fashion,Women'S Clothing,Generic,2024-11-06,True
PRD00671,1291.71,1013.13,761.0,4.14,Kasapreko Storage 931,Computing,Storage,Samsung,2024-07-25,True
PRD00672,481.73,384.55,480.0,4.45,Dell Furniture 348,Home & Kitchen,Furniture,itel,2023-01-01,True
PRD00673,51.57,41.71,131.0,4.09,Lenovo Office Supplie 347,Books & Stationery,Office Supplies,Nivea,2024-11-11,True
PRD00674,47.35,34.6,817.0,2.84,Apple Supplement 521,Health & Beauty,Supplements,Lenovo,2023-08-13,True
PRD00675,142.41,121.79,601.0,5.0,Nasco Cleaning 659,Home & Kitchen,Cleaning,Dell,2022-07-08,True
PRD00676,62.24,54.01,150.0,4.61,Nestle Bag 250,Fashion,Bags,Woodin,2024-07-28,True
PRD00677,457.97,345.79,184.0,3.74,Generic Outdoor 257,Sports & Fitness,Outdoor,GTP,2024-06-13,True
PRD00678,2354.51,1566.24,433.0,3.65,Adidas Furniture 842,Home & Kitchen,Furniture,Infinix,2022-02-22,True
PRD00679,2025.83,237.36,754.0,3.33,Infinix Monitor 747,Computing,Monitors,Lenovo,2023-11-22,True
PRD00680,38.34,27.9,534.0,3.9,Samsung Women's Clothing 161,Fashion,Women'S Clothing,Nasco,2023-02-23,False
PRD00681,382.5,253.74,53.0,3.93,Fan Milk Tablet 272,Phones & Tablets,Tablets,Fan Milk,2023-09-25,True
PRD00682,174.44,105.23,454.0,3.47,Dell Small Appliance 275,Electronics,Small Appliances,Nivea,2022-08-27,True
PRD00683,2378.42,1364.23,891.0,4.03,Puma Tablet 869,Phones & Tablets,Tablets,Adidas,2022-02-23,True
PRD00684,283.63,223.49,183.0,3.7,Woodin Women's Clothing 490,Fashion,Women'S Clothing,Generic,2022-07-18,True
PRD00685,193.41,116.04,638.0,3.86,Tecno Supplement 161,Health & Beauty,Supplements,HP,2024-11-24,True
PRD00686,57.46,37.45,478.0,4.94,Adidas Men's Clothing 109,Fashion,Men'S Clothing,Apple,2024-10-21,True
PRD00687,74.08,55.94,98.0,3.03,Unilever Footwear 762,Fashion,Footwear,Puma,2024-03-02,True
PRD00688,84.66,63.24,393.0,3.63,GTP Art 161,Books & Stationery,Art,Midea,2023-08-25,True
PRD00689,104.39,78.81,303.0,3.84,Lenovo Pantry 338,Groceries,Pantry,Dell,2023-04-25,True
PRD00690,2195.12,1293.66,255.0,3.96,Puma Bedding 400,Home & Kitchen,Bedding,Lenovo,2023-10-06,True
PRD00691,1016.37,663.38,827.0,3.97,Fan Milk Audio 919,Electronics,Audio,Woodin,2023-02-17,True
PRD00692,273.72,211.23,457.0,4.87,Midea Supplement 478,Sports & Fitness,Supplements,Adidas,2024-09-11,True
PRD00693,1133.21,948.97,323.0,3.62,Nestle Television 949,Electronics,Televisions,Puma,2022-04-15,True
PRD00694,342.05,201.54,875.0,4.6,Nivea Women's Clothing 350,Fashion,Women'S Clothing,Tecno,2024-01-24,True
PRD00695,111.14,65.68,416.0,3.67,Nasco Outdoor 326,Sports & Fitness,Outdoor,Hisense,2022-07-13,True
PRD00696,1033.26,850.17,248.0,4.03,Nestle Furniture 268,Home & Kitchen,Furniture,Puma,2023-06-10,True
PRD00697,12.8,8.62,120.0,5.0,Nasco Pantry 985,Groceries,Pantry,Hisense,2024-05-29,True
PRD00698,53.91,37.53,144.0,,Woodin Furniture 584,Home & Kitchen,Furniture,GTP,2022-05-13,False
PRD00699,30.76,19.72,187.0,3.78,Nivea Skincare 671,Health & Beauty,Skincare,Generic,2024-09-01,True
PRD00700,3173.34,2338.05,480.0,4.17,Samsung Audio 538,Electronics,Audio,Adidas,2023-06-09,True
PRD00701,5315.45,3465.68,0.0,4.31,Nasco Audio 206,Electronics,Audio,HP,2023-02-19,True
PRD00702,37.66,31.72,420.0,4.01,Tecno Women's Clothing 308,Fashion,Women'S Clothing,Dell,2024-08-12,True
PRD00703,448.63,259.08,349.0,,Lenovo Printer 568,Computing,Printers,Unilever,2023-01-24,True
PRD00704,381.61,273.49,754.0,4.39,GTP Supplement 728,Sports & Fitness,Supplements,Adidas,2023-02-12,True
